Source,Target,Weight
Algeria,Lesotho,2
Cape Verde,Libya,1
Mauritius,Mozambique,1
Norway,Croatia,1
Jordan,Bangladesh,2
Kuwait,Laos,1
Uzbekistan,Philippines,2
South Africa,Senegal,1
Australia,Tajikistan,2
Aruba,Saint Vincent and the Grenadines,1
Jamaica,Nicaragua,1
Serbia,Albania,1
Lebanon,Myanmar,1
Palestine,Timor-Leste,2
São Tomé and Príncipe,Ethiopia,1
Singapore,Afghanistan,1
Eswatini,Djibouti,2
Belarus,Slovakia,1
Niger,Somalia,3
Chad,Sierra Leone,1
Botswana,Eritrea,2
Kosovo,Equatorial Guinea,1
Madagascar,Central African Republic,1
Ethiopia,São Tomé and Príncipe,1
Bosnia and Herzegovina,Cyprus,2
Liberia,Guinea-Bissau,1
Kazakhstan,Latvia,1
Mauritania,South Sudan,1
Sierra Leone,Chad,1
Turkmenistan,Guam,1
Hong Kong,Myanmar,2
Jordan,Malta,1
Saint Kitts and Nevis,Andorra,1
Yemen,Philippines,1
Uganda,Togo,2
Luxembourg,Greece,1
Turkey,Qatar,1
United States,Saint Vincent and the Grenadines,2
Botswana,Mali,1
Chad,Egypt,1
Ukraine,Slovenia,1
Equatorial Guinea,Morocco,1
Cape Verde,Kenya,1
Estonia,Saint Kitts and Nevis,1
Ghana,Comoros,1
Lebanon,North Macedonia,1
Nigeria,Eswatini,1
Croatia,Russia,2
Senegal,Madagascar,2
Turkmenistan,Oman,1
South Sudan,Djibouti,4
South Sudan,Malawi,1
Nicaragua,Cuba,5
Panjab,Chagos Islands,2
Afghanistan,Bangladesh,2
Afghanistan,Maldives,2
United Arab Emirates,Iceland,1
Nepal,Maldives,2
Jordan,Egypt,1
Tamil Eelam,Romani people,1
São Tomé and Príncipe,Libya,1
Slovenia,North Macedonia,1
Benin,South Sudan,2
Comoros,Botswana,1
Liberia,Djibouti,2
Greece,Montenegro,1
Oman,Guam,1
Ukraine,Cyprus,2
Mali,Equatorial Guinea,2
Bermuda,French Guiana,1
Namibia,Burundi,1
Morocco,Cape Verde,2
Mauritius,Rwanda,1
Seychelles,Lesotho,1
United States Virgin Islands,Sint Maarten,1
Botswana,Comoros,1
Ukraine,Wales,1
Afghanistan,Singapore,2
Serbia,Estonia,1
French Guiana,Cuba,2
Latvia,Gibraltar,3
Iceland,Greece,1
Lesotho,Seychelles,2
Burundi,Namibia,2
Philippines,North Korea,1
Rwanda,Mauritius,1
Bosnia and Herzegovina,Switzerland,1
Jersey,Panjab,1
United States,Puerto Rico,1
Northern Ireland,Belarus,3
Slovakia,Georgia,1
Mauritania,Gabon,2
Armenia,Guatemala,1
Senegal,Rwanda,2
Turkey,Montenegro,2
Abkhazia,Chagos Islands,1
Iraqi Kurdistan,Székely Land,1
Northern Cyprus,Padania,3
Sápmi,Somaliland,1
Western Armenia,Chagos Islands,1
United Koreans in Japan,Székely Land,1
Padania,Raetia,1
Panjab,Sápmi,1
Belarus,Republic of Ireland,1
Nigeria,Luxembourg,1
Vietnam,Syria,2
Abkhazia,Western Armenia,1
Iraqi Kurdistan,United Koreans in Japan,1
Northern Cyprus,Raetia,1
Panjab,Somaliland,1
Czech Republic,Russia,1
Armenia,El Salvador,1
India,Laos,2
Panjab,Western Armenia,1
Somaliland,Chagos Islands,1
Kosovo,Faroe Islands,2
Japan,Bulgaria,1
Sierra Leone,Sudan,1
Sápmi,United Koreans in Japan,1
Somaliland,Székely Land,1
South Africa,Gambia,1
Mozambique,Rwanda,3
Namibia,Niger,1
Guinea-Bissau,Zambia,2
Guyana,United States Virgin Islands,1
Abkhazia,Northern Cyprus,1
Padania,Panjab,2
Sápmi,Western Armenia,1
Central African Republic,Angola,1
Turkey,Slovenia,1
Thailand,Jordan,1
Cambodia,Taiwan,1
Canada,Uzbekistan,1
Kazakhstan,China PR,1
Dominican Republic,French Guiana,1
Bosnia and Herzegovina,Japan,1
Georgia,Spain,1
Northern Ireland,Ukraine,1
French Guiana,Bermuda,2
Iceland,Austria,1
Malaysia,New Caledonia,1
Namibia,Zambia,1
Iceland,England,1
Taiwan,Mongolia,3
Délvidék,Székely Land,1
Felvidék,Délvidék,1
Saudi Arabia,Laos,1
Uzbekistan,Burkina Faso,1
Tamil Eelam,Barawa,1
Chagos Islands,Barawa,1
Tamil Eelam,Chagos Islands,1
Kyrgyzstan,Kazakhstan,1
Greece,Netherlands,1
Portugal,Gibraltar,1
Uzbekistan,Syria,2
Libya,Cape Verde,1
Ethiopia,Seychelles,1
India,Puerto Rico,1
Equatorial Guinea,South Sudan,2
Niger,Burundi,1
Azerbaijan,San Marino,2
Austria,Georgia,1
Lebanon,Afghanistan,1
Greece,Gibraltar,4
Philippines,Kyrgyzstan,3
Maldives,Laos,2
Russia,Ghana,1
Qatar,Serbia,1
Croatia,Kosovo,2
Canada,Mauritania,1
Serbia,Moldova,2
Vietnam,North Korea,1
Faroe Islands,Latvia,1
Azerbaijan,Norway,1
Taiwan,Timor-Leste,4
Croatia,Finland,1
Italy,North Macedonia,2
Republic of Ireland,Moldova,2
Costa Rica,Russia,1
Togo,Mozambique,1
Ukraine,Kosovo,2
Switzerland,Andorra,4
Bhutan,Bangladesh,1
Belgium,Gibraltar,2
Montenegro,Denmark,1
Kyrgyzstan,Turkmenistan,1
Curaçao,Puerto Rico,1
Slovakia,Scotland,2
Macau,Laos,2
Mongolia,Sri Lanka,1
Nepal,Brunei,1
Belarus,Greece,1
Iran,Papua New Guinea,1
Qatar,Russia,1
Armenia,Montenegro,2
Israel,Albania,4
Burkina Faso,Cape Verde,4
Italy,Liechtenstein,4
Ukraine,Finland,3
Cyprus,Gibraltar,2
Croatia,Northern Ireland,1
Estonia,Antigua and Barbuda,1
United Koreans of Japan,Ryūkyū,1
Nicaragua,Trinidad and Tobago,2
Basque Country,Tunisia,1
Finland,Morocco,1
Iceland,China PR,1
Saudi Arabia,Cambodia,1
Burkina Faso,Guinea-Bissau,2
Jordan,Georgia,1
Mexico,Iceland,3
Azerbaijan,Qatar,1
Djibouti,South Sudan,1
Madagascar,São Tomé and Príncipe,2
Comoros,Mauritius,2
Serbia,Georgia,2
Iceland,Kosovo,2
Ivory Coast,Russia,1
Bosnia and Herzegovina,Gibraltar,2
South Africa,Guinea-Bissau,1
Tanzania,Botswana,1
Poland,Montenegro,2
Gambia,Central African Republic,1
Mauritania,Congo,2
Estonia,Croatia,1
Iceland,Republic of Ireland,1
Jordan,Cambodia,2
Cape Verde,Luxembourg,1
North Macedonia,Belarus,1
Oman,Bhutan,2
Papua New Guinea,Tahiti,1
Panjab,Jersey,1
Chile,Burkina Faso,1
Bolivia,Nicaragua,2
Northern Ireland,New Zealand,1
Armenia,Saint Kitts and Nevis,1
Republic of Ireland,Uruguay,1
Lesotho,Mauritania,1
Iran,Montenegro,1
Togo,Comoros,2
Northern Cyprus,Kárpátalja,1
Abkhazia,South Ossetia,1
Malta,Ukraine,1
Northern Cyprus,South Ossetia,1
Georgia,Saint Kitts and Nevis,1
United Arab Emirates,Laos,2
Kárpátalja,South Ossetia,1
Székely Land,Ellan Vannin,1
Andorra,Hungary,1
Libya,Seychelles,2
Madagascar,Sudan,1
Felvidék,South Ossetia,1
Northern Cyprus,Székely Land,1
Burundi,South Sudan,2
Guinea-Bissau,Namibia,1
Montenegro,Armenia,1
Senegal,Equatorial Guinea,3
Székely Land,Abkhazia,1
Mauritania,Botswana,2
Algeria,Togo,3
Benin,Gambia,1
Central African Republic,Rwanda,1
Iceland,Croatia,1
Albania,Israel,2
Belarus,New Zealand,1
Cambodia,Afghanistan,1
Canada,Curaçao,3
Lebanon,Malaysia,2
Palestine,Oman,1
Romania,Chile,2
Argentina,Singapore,1
Chile,Cameroon,1
Portugal,New Zealand,1
Menorca,Orkney,1
Ynys Môn,Falkland Islands,2
Gotland,Western Isles,1
Menorca,Alderney,1
Greenland,Gotland,1
Western Isles,Frøya,1
Hitra,Falkland Islands,1
Alderney,Falkland Islands,1
Saare County,Frøya,1
Orkney,Shetland,1
Isle of Man,Guernsey,1
Madagascar,Mozambique,2
Isle of Man,Greenland,1
Tanzania,South Africa,1
Namibia,Eswatini,1
Canada,French Guiana,2
Martinique,Nicaragua,1
Costa Rica,French Guiana,1
United States,Nicaragua,1
Ecuador,Trinidad and Tobago,2
Qatar,Andorra,1
India,Mauritius,1
Syria,Malaysia,1
Oman,Afghanistan,3
Uganda,Egypt,1
Donetsk PR,Abkhazia,1
Cape Verde,South Africa,2
North Macedonia,Israel,2
Faroe Islands,Andorra,3
Montenegro,Romania,3
Northern Ireland,Czech Republic,2
Bahrain,Taiwan,1
Palestine,Bhutan,2
Iceland,Ukraine,1
Finland,Kosovo,1
India,Macau,2
Tajikistan,Nepal,2
Turkey,Croatia,2
Czech Republic,Azerbaijan,1
Romania,Kazakhstan,1
Scotland,Slovakia,2
Austria,Serbia,1
Wales,Georgia,1
Comoros,Mauritania,1
Equatorial Guinea,Mauritius,1
Australia,Syria,3
Morocco,South Korea,1
Curaçao,Qatar,1
Taiwan,Bahrain,1
Turkmenistan,Singapore,1
Dominican Republic,Nicaragua,2
Luxembourg,Hungary,1
North Macedonia,Norway,1
Czech Republic,Qatar,1
Togo,Mauritius,1
Armenia,Cyprus,1
Kosovo,Latvia,1
Belgium,Japan,2
Colombia,China PR,1
Hungary,Costa Rica,1
Slovakia,Norway,1
Australia,Honduras,1
Peru,New Zealand,2
Estonia,Fiji,1
Estonia,Vanuatu,1
Indonesia,Guyana,1
Kyrgyzstan,Mongolia,2
Kyrgyzstan,Brunei,1
Indonesia,Mongolia,1
Timor-Leste,Philippines,1
Tuvalu,New Caledonia,1
Kyrgyzstan,Indonesia,1
Burundi,Ethiopia,1
Libya,Zanzibar,1
Liechtenstein,Qatar,1
Iceland,Indonesia,2
Finland,Jordan,1
South Korea,Moldova,2
Saudi Arabia,Moldova,1
Iran,Sierra Leone,1
Andorra,Liechtenstein,3
Wales,China PR,1
Denmark,Panama,1
Dominican Republic,Turks and Caicos Islands,1
Mauritius,Macau,1
Philippines,Fiji,1
Austria,Slovenia,3
Belarus,Azerbaijan,1
Bosnia and Herzegovina,Bulgaria,1
Colombia,France,1
Kazakhstan,Hungary,1
Norway,Australia,1
Peru,Croatia,1
Nigeria,Poland,1
Morocco,Serbia,1
Tunisia,Iran,2
Kosovo,Madagascar,1
Mauritania,Guinea,1
Northern Ireland,South Korea,1
Chile,Sweden,1
Uganda,São Tomé and Príncipe,1
Dominican Republic,Saint Kitts and Nevis,1
Gibraltar,Latvia,1
Cameroon,Kuwait,1
Slovakia,Thailand,1
Yorkshire,Chagos Islands,1
Czech Republic,China PR,1
Curaçao,Bolivia,1
Uruguay,Wales,1
Iran,Algeria,1
Central African Republic,Kenya,1
Kosovo,Burkina Faso,2
Kyrgyzstan,India,1
Ivory Coast,Moldova,1
Mauritius,Mongolia,1
Morocco,Uzbekistan,1
Peru,Iceland,1
Poland,South Korea,1
Switzerland,Panama,1
Tunisia,Costa Rica,1
Malaysia,Bhutan,1
Barawa,Chagos Islands,1
Yorkshire,Barawa,1
Saint Barthélemy,Saint Martin,2
Surrey,Barawa,1
Saudi Arabia,Greece,1
Saint Barthélemy,Sint Maarten,2
Burkina Faso,Cameroon,1
United States,Bolivia,1
Kenya,Equatorial Guinea,1
Italy,Saudi Arabia,1
Botswana,Angola,1
Kosovo,Albania,1
Central African Republic,Uganda,1
Ellan Vannin,Cascadia,1
Barawa,Tamil Eelam,1
Abkhazia,Tibet,1
Székely Land,Tuvalu,1
Padania,Matabeleland,1
Panjab,Kabylia,1
Bosnia and Herzegovina,South Korea,1
Australia,Czech Republic,1
Cape Verde,Algeria,1
Botswana,Mauritius,1
Slovenia,Montenegro,2
Mexico,Scotland,1
Kenya,New Zealand,1
Ellan Vannin,Tamil Eelam,1
Cascadia,Barawa,1
Kárpátalja,Abkhazia,1
Székely Land,Matabeleland,1
Padania,Tuvalu,1
Western Armenia,Panjab,1
Peru,Saudi Arabia,1
Costa Rica,Northern Ireland,1
Cascadia,Tamil Eelam,1
Barawa,Ellan Vannin,1
Kárpátalja,Tibet,1
Padania,Székely Land,2
Matabeleland,Tuvalu,1
Western Armenia,Kabylia,1
Chile,Serbia,1
India,Kenya,2
Luxembourg,Georgia,1
Abkhazia,Tamil Eelam,1
United Koreans in Japan,Tuvalu,1
Northern Cyprus,Barawa,1
Kárpátalja,Cascadia,1
Székely Land,Western Armenia,1
Norway,Panama,1
Belgium,Egypt,1
England,Costa Rica,1
Uruguay,Uzbekistan,1
Portugal,Algeria,1
New Zealand,India,1
Tamil Eelam,Tuvalu,1
Kabylia,Tibet,1
Abkhazia,United Koreans in Japan,1
Panjab,Barawa,1
Cascadia,Western Armenia,1
Kárpátalja,Székely Land,1
Croatia,Senegal,1
Switzerland,Japan,1
Iran,Lithuania,1
Kenya,Taiwan,1
Lesotho,Madagascar,1
Serbia,Bolivia,1
Morocco,Estonia,1
Azerbaijan,Latvia,1
Matabeleland,Tamil Eelam,1
Abkhazia,Kabylia,1
Western Armenia,Barawa,1
Russia,Saudi Arabia,1
Iran,Morocco,1
Denmark,Peru,1
Croatia,Nigeria,1
Serbia,Costa Rica,1
Belgium,Panama,1
Japan,Colombia,1
Senegal,Poland,1
Russia,Egypt,1
Portugal,Morocco,1
Uruguay,Saudi Arabia,1
Spain,Iran,1
France,Peru,1
Nigeria,Iceland,1
Switzerland,Serbia,2
England,Panama,1
Peru,Australia,1
Tunisia,Panama,1
Uruguay,Portugal,1
Anguilla,Saint Barthélemy,1
British Virgin Islands,Saint Barthélemy,1
Belize,Barbados,1
Solomon Islands,Macau,1
Ukraine,Czech Republic,2
Armenia,Liechtenstein,3
North Macedonia,Gibraltar,4
Trinidad and Tobago,United Arab Emirates,1
Belize,Bahamas,1
Bosnia and Herzegovina,Northern Ireland,2
Belarus,San Marino,2
Luxembourg,Moldova,1
Equatorial Guinea,Sudan,2
Mauritania,Burkina Faso,1
Nicaragua,Saint Vincent and the Grenadines,2
El Salvador,Montserrat,3
Nigeria,Seychelles,2
Liechtenstein,Gibraltar,1
Dominican Republic,Bonaire,1
Canada,United States Virgin Islands,1
Aruba,Bermuda,1
Guinea,Central African Republic,1
Tunisia,Eswatini,2
Scotland,Albania,2
Montenegro,Lithuania,3
Haiti,Sint Maarten,1
Bosnia and Herzegovina,Austria,1
Luxembourg,San Marino,2
Indonesia,Mauritius,1
Singapore,Fiji,1
Zambia,Guinea-Bissau,1
Israel,Scotland,2
Serbia,Montenegro,4
Kosovo,Malta,3
Argentina,Iraq,1
Japan,Panama,2
South Korea,Uruguay,1
Qatar,Ecuador,1
Singapore,Mongolia,1
Gabon,South Sudan,2
Angola,Mauritania,2
Antigua and Barbuda,Bahamas,2
Bermuda,Sint Maarten,1
Guinea,Rwanda,2
Georgia,Andorra,1
Gibraltar,Armenia,1
Bolivia,Myanmar,1
Guyana,Turks and Caicos Islands,1
El Salvador,Barbados,1
Morocco,Comoros,2
Jamaica,Bonaire,1
Montserrat,Belize,1
Croatia,Jordan,1
Gibraltar,Liechtenstein,3
Iran,Bolivia,1
Mongolia,Laos,1
Kyrgyzstan,Malaysia,1
Venezuela,United Arab Emirates,2
Mauritania,Angola,1
Parishes of Jersey,Yorkshire,1
Qatar,Switzerland,1
Israel,Guatemala,1
Armenia,Gibraltar,1
Morocco,Cameroon,1
Montserrat,Aruba,1
Belize,Puerto Rico,1
Jordan,India,2
Gambia,Benin,1
Comoros,Malawi,1
Estonia,Greece,1
Yorkshire,Panjab,1
Turks and Caicos Islands,Saint Vincent and the Grenadines,1
Sudan,Madagascar,1
Liberia,Zimbabwe,1
Niger,Eswatini,1
Kosovo,Azerbaijan,1
Albania,Wales,1
Japan,Kyrgyzstan,3
Singapore,Timor-Leste,1
Qatar,Kyrgyzstan,1
Japan,Turkmenistan,1
Australia,Palestine,2
South Korea,Kyrgyzstan,1
Iran,Vietnam,1
Kyrgyzstan,Philippines,1
Vietnam,Yemen,1
United Arab Emirates,Kyrgyzstan,1
United Arab Emirates,Australia,1
Mauritius,New Caledonia,1
Kazakhstan,Scotland,1
South Korea,Bolivia,1
France,Moldova,2
United States Virgin Islands,Anguilla,1
Saint Vincent and the Grenadines,Bonaire,1
Montserrat,Cayman Islands,1
Cameroon,Comoros,2
Sint Maarten,Saint Martin,1
Guyana,Belize,1
Suriname,Saint Kitts and Nevis,1
Solomon Islands,Taiwan,1
Fiji,Mauritius,1
South Africa,Libya,1
Zimbabwe,Congo,1
Bonaire,British Virgin Islands,3
Nicaragua,Barbados,3
Catalonia,Venezuela,1
Saudi Arabia,Equatorial Guinea,1
Ghana,Mauritania,1
Yorkshire,Somaliland,1
Kernow,Barawa,1
Cascadia,Chagos Islands,1
Malawi,Seychelles,1
Zimbabwe,Comoros,1
Yorkshire,Parishes of Jersey,1
France,Bolivia,1
Turkey,Uzbekistan,1
Abkhazia,Chameria,1
South Ossetia,Western Armenia,2
Parishes of Jersey,Chagos Islands,1
Chameria,Artsakh,1
Western Armenia,Székely Land,1
South Ossetia,Padania,1
Chameria,Sápmi,1
Brazil,Qatar,1
Bermuda,Guyana,1
Slovakia,Jordan,1
Artsakh,Székely Land,1
Cambodia,Pakistan,2
Bangladesh,Laos,1
Macau,Sri Lanka,1
Mongolia,Brunei,1
Argentina,Nicaragua,1
Ivory Coast,Comoros,3
Germany,Belarus,2
Turkey,France,1
Finland,Bosnia and Herzegovina,2
Singapore,Solomon Islands,1
Sápmi,Székely Land,1
Artsakh,Padania,1
Japan,El Salvador,2
Venezuela,United States,1
Kosovo,Bulgaria,1
Romania,Malta,2
Austria,North Macedonia,3
Kazakhstan,San Marino,4
Italy,Bosnia and Herzegovina,3
Armenia,Greece,1
Benin,Guinea,1
Tunisia,Croatia,1
Brunei,Mongolia,1
Guam,Bhutan,1
Sri Lanka,Macau,1
Gambia,Morocco,1
Ynys Môn,Saint Helena,1
Mauritania,Madagascar,2
Indonesia,Vanuatu,1
Uganda,Ivory Coast,1
Ynys Môn,Western Isles,1
Shetland,Saint Helena,1
Chile,Japan,1
Ynys Môn,Jersey,1
Orkney,Western Isles,1
Guernsey,Saint Helena,1
United States,Guyana,1
Colombia,Qatar,1
Western Isles,Saint Helena,1
Alderney,Orkney,1
Jersey,Hitra,1
Costa Rica,Bermuda,1
Nigeria,Burundi,1
Ivory Coast,South Africa,1
Haiti,Costa Rica,1
Madagascar,Burundi,1
Guinea,Burundi,1
Madagascar,Nigeria,1
Morocco,South Africa,2
Ghana,Guinea-Bissau,1
South Ossetia,Luhansk PR,1
United Arab Emirates,Dominican Republic,1
Djibouti,Eswatini,1
Namibia,Eritrea,2
Denmark,Gibraltar,2
French Guiana,Belize,2
Cayman Islands,United States Virgin Islands,3
Barbados,Saint Martin,1
Guatemala,Anguilla,2
Maldives,Guam,2
Palestine,Uzbekistan,1
North Korea,Lebanon,1
Rwanda,Seychelles,2
Somalia,Zimbabwe,1
Angola,Gambia,2
Kosovo,Czech Republic,1
Iceland,Moldova,2
Montserrat,Dominican Republic,2
El Salvador,Saint Lucia,2
Guadeloupe,Sint Maarten,4
Switzerland,Gibraltar,2
Armenia,Bosnia and Herzegovina,1
Bermuda,Panama,1
Suriname,Nicaragua,3
United States Virgin Islands,Saint Martin,1
Cayman Islands,Barbados,1
Bahamas,Bonaire,1
Paraguay,Jordan,1
England,Kosovo,2
Dominican Republic,El Salvador,1
Guatemala,Puerto Rico,3
Guadeloupe,Turks and Caicos Islands,2
Nepal,Taiwan,2
Bahrain,Cambodia,2
Tajikistan,Mongolia,2
São Tomé and Príncipe,Mauritius,2
South Sudan,Seychelles,2
Kosovo,Gibraltar,1
Serbia,Paraguay,1
Saint Kitts and Nevis,Belize,1
Bahamas,British Virgin Islands,2
Turks and Caicos Islands,Sint Maarten,3
Australia,Nepal,2
Iraq,Hong Kong,2
Czech Republic,England,1
Andorra,Moldova,1
Comoros,Guinea,1
Saint Martin,Cayman Islands,1
Chad,Liberia,1
Central African Republic,Niger,1
Grenada,French Guiana,1
Kosovo,Montenegro,1
Algeria,Colombia,1
Chile,Guinea,1
Syria,Guam,2
Iraq,Cambodia,2
Malaysia,Tajikistan,1
Malawi,South Sudan,2
Sudan,São Tomé and Príncipe,2
Gambia,Angola,2
Central African Republic,Burundi,1
Guinea-Bissau,Eswatini,2
Comoros,Togo,1
Czech Republic,Kosovo,1
Belize,French Guiana,3
Paraguay,Bulgaria,1
Republic of Ireland,New Zealand,1
Myanmar,Tajikistan,1
Turkmenistan,North Korea,1
Tanzania,Equatorial Guinea,1
Uruguay,Hungary,1
Madagascar,Ethiopia,1
Saint Lucia,Dominican Republic,1
Saint Martin,Barbados,1
Burkina Faso,South Sudan,2
Senegal,Eswatini,1
Bulgaria,Czech Republic,1
Lithuania,New Zealand,1
Ghana,São Tomé and Príncipe,2
Algeria,Botswana,2
Madagascar,Niger,1
Morocco,Burundi,2
Mauritania,Central African Republic,2
Venezuela,Japan,1
Scotland,Kazakhstan,1
Montserrat,Saint Lucia,1
Saint Martin,United States Virgin Islands,1
Singapore,Yemen,1
Luhansk PR,South Ossetia,1
Sweden,Kosovo,3
Iceland,El Salvador,1
Ukraine,Switzerland,1
Kazakhstan,Lithuania,1
Montenegro,Cyprus,2
Luxembourg,Azerbaijan,3
Gibraltar,San Marino,1
Finland,Republic of Ireland,2
Greece,Kosovo,3
Poland,Bosnia and Herzegovina,2
Azerbaijan,Cyprus,1
Cape Verde,Andorra,1
Malta,Gibraltar,2
Iceland,Romania,1
North Macedonia,Kosovo,1
Gambia,Congo,1
Mauritania,Sierra Leone,1
Luxembourg,Cyprus,1
Niger,Chad,1
Hungary,Serbia,3
Finland,Bulgaria,2
Slovenia,Kosovo,2
Burkina Faso,Madagascar,1
Ghana,Qatar,1
Ukraine,Spain,1
Luxembourg,Montenegro,1
Israel,Slovakia,1
Albania,Kosovo,1
Bulgaria,Gibraltar,2
Finland,France,1
North Macedonia,Georgia,1
United Arab Emirates,Tajikistan,1
Gabon,Gambia,1
South Africa,São Tomé and Príncipe,2
Tunisia,Tanzania,1
Malta,Andorra,1
Benin,Lesotho,1
Netherlands,Bosnia and Herzegovina,1
Comoros,Kenya,1
Basque Country,Costa Rica,1
South Sudan,Uganda,1
Switzerland,Ukraine,1
Kosovo,Moldova,1
Lithuania,Kazakhstan,1
Palestine,Kuwait,1
Tajikistan,Jordan,1
Kosovo,Lithuania,1
Qatar,Luxembourg,1
Norway,Gibraltar,2
Slovenia,Croatia,1
El Salvador,Grenada,2
Curaçao,Saint Vincent and the Grenadines,1
Panama,Barbados,1
Haiti,Belize,1
Sweden,Georgia,1
Equatorial Guinea,Tanzania,1
Qatar,Azerbaijan,1
Wales,Mexico,1
Guatemala,British Virgin Islands,1
Nicaragua,Turks and Caicos Islands,1
Saint Kitts and Nevis,Bahamas,1
Luxembourg,Republic of Ireland,1
Montenegro,Gibraltar,2
Greece,Honduras,1
United States,Northern Ireland,1
France,Kazakhstan,2
Denmark,Moldova,2
Armenia,Iceland,1
Namibia,Guinea,1
Sudan,South Africa,1
Tanzania,Libya,1
Canada,Cayman Islands,1
DR Congo,Gambia,1
Egypt,Comoros,1
Bermuda,Aruba,1
Belize,Turks and Caicos Islands,1
Guyana,Bahamas,2
Wales,Czech Republic,1
Belgium,Belarus,2
Netherlands,Gibraltar,4
Guinea-Bissau,Congo,1
Spain,Kosovo,2
Armenia,Romania,1
North Macedonia,Germany,1
Afghanistan,Indonesia,2
Kosovo,San Marino,1
Azerbaijan,Belarus,2
Georgia,Romania,1
Aruba,Cayman Islands,3
Cuba,British Virgin Islands,1
Puerto Rico,Bahamas,3
North Macedonia,Kazakhstan,1
Rwanda,Central African Republic,2
Slovenia,Gibraltar,1
Saint Kitts and Nevis,Guyana,1
Israel,Montenegro,1
Gambia,Niger,1
Sweden,Armenia,1
El Salvador,United States Virgin Islands,1
Canada,Aruba,1
Panama,Anguilla,1
Netherlands,Georgia,1
Mongolia,Kyrgyzstan,1
Czech Republic,Albania,1
Guinea,Kosovo,1
Montserrat,Grenada,1
El Salvador,Antigua and Barbuda,1
Turkmenistan,Lebanon,1
Kosovo,Gambia,1
Liberia,Libya,1
Sierra Leone,Benin,1
Oman,Somalia,1
Croatia,Scotland,1
Mauritania,Yemen,1
Lebanon,Djibouti,1
Palestine,Comoros,1
Trinidad and Tobago,Montserrat,1
Guadeloupe,Bahamas,1
Qatar,El Salvador,2
Namibia,Senegal,1
Lesotho,Zambia,1
Qatar,Grenada,1
Qatar,Honduras,2
United States,Qatar,1
Niger,Sudan,1
Sudan,Niger,1
Bahrain,Haiti,1
Serbia,Qatar,2
Algeria,Djibouti,2
Oman,Japan,1
Kosovo,Georgia,1
Andorra,San Marino,2
Zambia,Mauritania,2
Bosnia and Herzegovina,Kuwait,1
Haiti,Jordan,1
Portugal,Qatar,2
Turkey,Gibraltar,2
Netherlands,Montenegro,1
Sweden,Uzbekistan,1
Namibia,Togo,1
Albania,Hungary,2
Niger,Djibouti,2
Liberia,Central African Republic,2
Comoros,Burundi,1
Nigeria,Cape Verde,1
Libya,Angola,1
Guinea-Bissau,Sudan,1
Australia,Vietnam,2
Faroe Islands,Moldova,1
Morocco,Guinea-Bissau,2
Bahrain,Curaçao,1
Equatorial Guinea,Zambia,1
Central African Republic,Nigeria,1
Burkina Faso,Djibouti,2
Republic of Ireland,Azerbaijan,1
Lithuania,Bulgaria,2
Bosnia and Herzegovina,Kazakhstan,1
South Africa,Ethiopia,2
New Zealand,Curaçao,1
Nigeria,Central African Republic,1
Germany,North Macedonia,1
Georgia,Kosovo,1
Republic of Ireland,Qatar,1
Gambia,South Sudan,3
Jordan,Kosovo,1
Georgia,Sweden,1
Burundi,Myanmar,1
Comoros,Sierra Leone,1
Cape Verde,Central African Republic,1
Mali,Uganda,2
Serbia,Portugal,1
Georgia,Uzbekistan,1
Togo,Namibia,1
Belarus,Jordan,1
New Zealand,Gambia,1
Ukraine,Bosnia and Herzegovina,1
Morocco,Palestine,1
United Arab Emirates,Mauritania,1
Morocco,Jordan,1
Mauritania,Syria,1
Lebanon,Sudan,1
Tunisia,Oman,1
Rwanda,Guinea,1
Cape Verde,Ethiopia,1
Gabon,Comoros,1
South Korea,Iceland,2
Egypt,Guinea-Bissau,1
Equatorial Guinea,Algeria,1
Uganda,Moldova,1
Comoros,Ghana,2
Bolivia,Trinidad and Tobago,1
Iraq,Uganda,1
Bahrain,Uganda,1
Uzbekistan,South Sudan,1
Jordan,New Zealand,1
Nepal,Mauritius,2
Bahrain,DR Congo,1
Vietnam,China PR,1
Iraq,Zambia,1
Cape Verde,Guadeloupe,1
Gambia,Chad,1
Eswatini,Somalia,2
North Macedonia,Italy,1
Benin,Liberia,1
Mauritius,São Tomé and Príncipe,1
Andorra,Saint Kitts and Nevis,1
Georgia,Bosnia and Herzegovina,1
Cape Verde,Liechtenstein,1
Comoros,Ethiopia,1
Bahrain,Burundi,1
Belarus,India,1
Mauritania,Mozambique,1
Qatar,Bulgaria,1
Thailand,Suriname,1
Andorra,Grenada,1
Cape Verde,San Marino,1
Montenegro,Greece,1
Latvia,Azerbaijan,1
Belarus,Bahrain,1
Belgium,Burkina Faso,1
England,Ivory Coast,1
Burundi,Liberia,1
Malta,Kuwait,1
Mauritania,Libya,1
Uzbekistan,Uganda,1
Turks and Caicos Islands,Bahamas,1
Matabeleland,Biafra,1
Biafra,Yoruba Nation,1
Biafra,Matabeleland,1
Thailand,Turkmenistan,1
Ghana,Madagascar,2
Venezuela,Malta,1
United States,Morocco,1
Vietnam,Afghanistan,1
Dominican Republic,Belize,2
French Guiana,Guatemala,1
Kosovo,Cyprus,2
Ecuador,Nigeria,1
Comoros,Lesotho,2
Bahamas,Saint Vincent and the Grenadines,1
Bonaire,Turks and Caicos Islands,1
Austria,Croatia,1
